,BUILT_FORM,TOTAL_FLOOR_AREA,FLOOR_HEIGHT,GLAZED_AREA,NUMBER_HABITABLE_ROOMS,WINDOWS_DESCRIPTION,WALLS_DESCRIPTION,ROOF_DESCRIPTION,NUMBER_HEATED_ROOMS,NUMBER_OPEN_FIREPLACES,MULTI_GLAZE_PROPORTION,MAINHEAT_DESCRIPTION
7910,5,61.56,2.43,3,4.0,0,1,13,4.0,1.0,100.0,7
7911,5,89.5,2.6,3,6.0,0,16,4,6.0,0.0,100.0,7
7912,3,92.1,2.4,3,4.0,0,27,2,4.0,0.0,100.0,7
7913,5,70.6,2.5,3,4.0,0,1,3,4.0,0.0,100.0,7
7914,4,82.8,2.59,3,4.0,0,2,16,4.0,0.0,100.0,7
7915,4,58.44,2.5,3,4.0,0,16,3,4.0,0.0,100.0,7
7916,5,73.75,2.3,3,5.0,0,1,4,5.0,0.0,100.0,7
7917,5,87.2,2.5,3,5.0,0,3,7,5.0,0.0,100.0,7
7918,0,76.94,2.41,3,5.0,0,1,13,5.0,0.0,100.0,7
7919,4,80.1,2.58,3,5.0,0,16,14,5.0,0.0,100.0,7
7920,4,79.8,2.33,3,5.0,3,27,7,5.0,0.0,33.0,35
7921,4,83.1,2.42,1,4.0,0,0,14,4.0,0.0,100.0,7
7922,4,149.4,2.5,3,5.0,0,0,8,5.0,0.0,100.0,7
7923,2,47.75,2.39,3,2.0,0,20,1,2.0,0.0,100.0,22
7924,5,59.38,2.33,3,4.0,0,0,15,4.0,0.0,100.0,7
7925,5,97.5,2.43,3,7.0,0,3,4,6.0,0.0,100.0,7
7926,0,147.2,2.32,3,7.0,0,2,14,7.0,0.0,100.0,7
7927,4,343.0,2.53,3,10.0,3,16,0,10.0,2.0,35.0,7
7928,3,58.53,2.3,3,3.0,0,0,8,3.0,0.0,100.0,7
7929,5,137.9,2.6,3,6.0,0,1,9,6.0,2.0,100.0,7
7930,4,72.5,2.7,3,3.0,0,16,0,3.0,1.0,100.0,7
7931,4,66.0,2.54,3,4.0,0,19,6,4.0,0.0,100.0,7
7932,0,111.75,2.25,3,7.0,0,0,14,7.0,0.0,100.0,7
7933,4,142.0,2.9,3,10.0,3,16,3,10.0,0.0,63.0,7
7934,3,99.3,2.6,3,6.0,0,16,6,6.0,0.0,100.0,7
7935,3,119.25,2.4,3,5.0,0,8,7,5.0,0.0,100.0,7
7936,5,65.4,2.43,3,5.0,0,1,13,5.0,1.0,100.0,7
7937,5,74.8,2.47,3,5.0,0,1,4,5.0,1.0,100.0,7
7938,5,88.7,2.55,3,5.0,0,3,3,5.0,1.0,100.0,7
7939,3,76.94,2.5,3,5.0,0,16,14,5.0,0.0,100.0,7
7940,0,265.2,2.5,3,9.0,0,0,7,9.0,0.0,100.0,7
7941,5,88.2,2.5,3,6.0,0,0,1,6.0,0.0,100.0,7
7942,3,73.2,2.6,3,3.0,0,16,3,3.0,0.0,100.0,7
7943,4,101.8,2.56,3,7.0,0,16,7,7.0,0.0,100.0,7
7944,3,74.56,2.24,3,3.0,0,3,8,3.0,0.0,100.0,7
7945,5,81.94,2.48,3,4.0,0,3,8,4.0,0.0,100.0,7
7946,3,65.7,2.35,3,5.0,0,0,12,5.0,0.0,100.0,7
7947,0,100.8,2.4,3,5.0,0,3,4,5.0,0.0,100.0,8
7948,5,91.5,2.4,3,4.0,0,1,7,4.0,0.0,100.0,7
7949,5,77.3,2.4,3,4.0,0,0,4,4.0,0.0,100.0,7
7950,5,78.0,2.4,3,4.0,0,3,14,4.0,0.0,100.0,7
7951,4,82.9,2.32,3,4.0,0,0,11,4.0,0.0,100.0,7
7952,5,88.5,2.1,3,7.0,0,1,19,7.0,1.0,100.0,7
7953,4,84.4,2.44,3,4.0,3,1,13,4.0,0.0,60.0,7
7954,0,135.1,2.52,3,8.0,0,1,6,8.0,0.0,100.0,7
7955,5,176.5,3.38,3,6.0,3,1,6,6.0,1.0,30.0,7
7956,5,124.6,2.4,3,5.0,0,1,6,5.0,0.0,100.0,7
7957,0,91.2,2.3,3,6.0,0,0,11,6.0,0.0,100.0,7
7958,5,79.1,2.44,3,5.0,0,1,6,5.0,0.0,100.0,7
7959,4,62.1,2.84,3,4.0,0,16,3,4.0,0.0,100.0,7
7960,5,62.2,2.4,3,4.0,0,1,14,4.0,0.0,100.0,7
7961,5,56.97,2.559,3,5.0,0,1,4,5.0,1.0,100.0,7
7962,0,130.2,2.43,3,6.0,0,0,4,6.0,0.0,100.0,7
7963,4,90.25,2.35,3,5.0,0,3,6,5.0,0.0,100.0,7
7964,3,85.2,2.52,3,4.0,0,16,4,4.0,0.0,100.0,7
7965,5,104.44,2.47,3,5.0,0,16,14,5.0,0.0,100.0,7
7966,4,69.94,2.69,3,4.0,0,1,14,4.0,0.0,100.0,7
7967,0,107.25,2.4,3,6.0,0,0,7,6.0,0.0,100.0,7
7968,4,79.2,2.7,3,5.0,0,16,6,5.0,0.0,100.0,7
7969,0,260.0,2.6,3,9.0,0,0,11,9.0,0.0,100.0,7
7970,0,99.5,2.42,3,6.0,0,3,19,6.0,1.0,100.0,8
7971,3,85.0,2.6,3,5.0,4,16,7,5.0,0.0,0.0,7
7972,0,88.75,2.4,3,4.0,0,3,7,4.0,0.0,100.0,7
7973,0,263.8,2.43,3,9.0,0,3,4,9.0,2.0,100.0,7
7974,3,54.94,2.35,3,3.0,0,2,4,3.0,0.0,100.0,8
7975,5,81.2,2.4,3,4.0,0,1,2,4.0,0.0,100.0,7
7976,5,80.4,2.4,3,5.0,0,3,4,5.0,0.0,100.0,7
7977,4,66.56,2.65,3,4.0,0,16,12,4.0,0.0,100.0,7
7978,3,41.38,2.36,3,2.0,4,5,6,2.0,0.0,0.0,30
7979,0,75.4,2.36,3,5.0,0,0,7,5.0,0.0,100.0,7
7980,4,88.4,2.5,3,5.0,0,16,14,5.0,0.0,100.0,7
7981,5,90.56,2.71,3,4.0,0,16,19,4.0,1.0,100.0,7
7982,5,79.0,2.3,3,5.0,0,3,14,5.0,0.0,100.0,7
7983,0,85.7,2.9,3,4.0,0,25,16,4.0,0.0,100.0,10
7984,5,74.75,2.44,3,4.0,0,3,6,4.0,0.0,100.0,7
7985,5,68.94,2.37,3,5.0,0,0,8,5.0,0.0,100.0,7
7986,4,70.75,2.7,3,6.0,0,16,4,6.0,0.0,100.0,7
7987,4,90.2,2.37,3,4.0,0,3,7,4.0,0.0,100.0,7
7988,4,65.6,2.3,3,3.0,0,2,11,3.0,0.0,100.0,7
7989,2,42.2,2.4,3,2.0,4,0,7,2.0,0.0,0.0,21
7990,5,101.5,2.37,3,6.0,0,2,11,6.0,0.0,100.0,7
7991,4,90.3,2.56,3,4.0,0,16,8,2.0,0.0,100.0,30
7992,0,220.4,2.523,1,9.0,0,0,15,9.0,0.0,100.0,8
7993,3,101.2,2.8,3,5.0,0,1,6,5.0,0.0,100.0,7
7994,5,137.9,2.3,3,6.0,0,2,2,6.0,0.0,100.0,7
7995,4,71.75,2.63,3,5.0,0,16,4,5.0,0.0,100.0,7
7996,5,62.2,2.48,3,3.0,0,3,7,3.0,0.0,100.0,7
7997,0,88.06,2.3,3,4.0,0,0,11,4.0,0.0,100.0,7
7998,5,89.1,2.3,3,4.0,0,3,17,4.0,0.0,100.0,7
7999,5,89.7,2.4,3,5.0,3,16,4,5.0,0.0,60.0,7
8000,0,460.5,3.13,3,9.0,0,0,11,9.0,2.0,100.0,7
8001,0,111.06,2.36,3,6.0,0,0,4,6.0,0.0,100.0,7
8002,5,118.7,2.58,3,5.0,0,16,13,5.0,0.0,100.0,7
8003,0,96.1,2.35,3,6.0,0,11,18,6.0,0.0,100.0,7
8004,4,90.06,2.41,3,4.0,0,0,8,4.0,0.0,100.0,7
8005,5,73.5,2.4,3,3.0,0,0,7,3.0,0.0,100.0,7
8006,4,69.4,2.47,3,3.0,0,3,8,3.0,0.0,100.0,7
8007,5,70.0,2.46,3,4.0,0,3,14,4.0,0.0,100.0,7
8008,0,113.0,2.42,3,5.0,0,1,4,5.0,0.0,100.0,7
8009,5,65.0,2.3,3,4.0,0,3,4,4.0,0.0,100.0,7
8010,5,107.75,2.32,3,7.0,0,0,7,7.0,0.0,100.0,7
8011,0,110.8,2.3,3,5.0,0,0,14,5.0,1.0,100.0,7
8012,5,61.2,2.5,3,4.0,0,3,6,4.0,0.0,100.0,7
8013,5,147.6,2.414,3,7.0,0,15,11,7.0,0.0,100.0,7
8014,5,74.0,2.4,3,4.0,0,1,6,4.0,0.0,100.0,7
8015,0,110.4,2.3,3,4.0,0,1,4,4.0,0.0,100.0,7
8016,3,81.9,2.6,3,5.0,3,16,16,5.0,0.0,10.0,7
8017,5,97.9,2.4,3,4.0,0,3,8,4.0,0.0,100.0,7
8018,5,124.5,2.6,3,5.0,0,3,8,5.0,1.0,100.0,7
8019,5,76.75,2.42,3,5.0,0,3,6,5.0,0.0,100.0,7
8020,5,68.6,2.5,3,4.0,0,16,3,4.0,0.0,100.0,7
8021,0,97.9,2.35,3,5.0,0,0,14,5.0,0.0,100.0,7
8022,5,70.8,2.48,3,4.0,0,3,7,4.0,0.0,100.0,7
8023,3,71.2,2.58,3,3.0,3,1,14,3.0,0.0,50.0,7
8024,5,56.8,2.36,3,3.0,0,0,6,1.0,0.0,100.0,7
8025,5,95.5,2.59,3,6.0,2,16,7,5.0,2.0,80.0,7
8026,3,90.4,2.5,3,4.0,0,1,6,4.0,0.0,100.0,7
8027,0,203.9,2.3,3,8.0,0,25,19,8.0,1.0,100.0,14
8028,4,89.75,2.94,3,4.0,0,16,3,4.0,0.0,100.0,7
8029,3,78.8,2.4,3,4.0,2,1,4,4.0,1.0,90.0,7
8030,0,61.1,2.4,3,5.0,0,1,18,5.0,0.0,100.0,8
8031,4,97.4,2.29,3,4.0,0,0,11,4.0,0.0,100.0,7
8032,5,88.8,2.5,3,4.0,0,16,7,4.0,0.0,100.0,7
8033,0,162.6,2.5,3,8.0,0,1,0,8.0,0.0,100.0,7
8034,4,29.42,2.66,3,2.0,3,16,3,2.0,0.0,67.0,7
8035,0,129.5,2.34,3,6.0,0,0,8,6.0,0.0,100.0,8
8036,4,48.6,2.3,3,4.0,0,0,8,4.0,0.0,100.0,7
8037,5,67.06,2.4,3,4.0,0,0,8,4.0,0.0,100.0,7
8038,4,69.4,2.37,3,5.0,0,0,8,5.0,0.0,100.0,7
8039,0,90.75,2.32,3,6.0,0,0,4,6.0,0.0,100.0,7
8040,5,76.0,2.25,3,5.0,0,3,6,5.0,0.0,100.0,7
8041,5,110.25,2.84,3,5.0,0,3,4,5.0,0.0,100.0,7
8042,5,60.9,2.3,3,4.0,0,0,6,4.0,0.0,100.0,7
8043,0,116.2,2.32,3,6.0,0,3,11,6.0,0.0,100.0,7
8044,4,64.9,2.59,3,4.0,0,1,4,4.0,0.0,100.0,7
8045,5,75.44,2.42,3,5.0,0,16,6,5.0,0.0,100.0,7
8046,0,107.6,2.34,1,6.0,3,1,4,6.0,0.0,47.0,7
8047,5,62.0,2.38,3,3.0,0,0,6,3.0,0.0,100.0,7
8048,5,88.4,2.4,3,5.0,0,3,6,5.0,0.0,100.0,7
8049,5,93.75,2.37,3,5.0,0,1,4,5.0,0.0,100.0,7
8050,5,81.1,2.37,3,4.0,0,3,13,4.0,1.0,100.0,7
8051,0,199.2,2.43,3,7.0,0,0,8,7.0,0.0,100.0,8
8052,4,93.0,2.71,3,5.0,0,1,4,5.0,0.0,100.0,7
8053,0,105.25,2.37,3,6.0,0,5,4,6.0,1.0,100.0,7
8054,2,64.8,2.74,3,3.0,0,12,8,1.0,0.0,100.0,30
8055,5,133.2,2.3,3,6.0,0,0,11,6.0,0.0,100.0,8
8056,5,83.3,2.4,3,5.0,0,3,8,5.0,0.0,100.0,7
8057,4,72.25,2.4,3,5.0,0,0,11,5.0,0.0,100.0,7
8058,5,36.72,2.31,3,5.0,0,1,18,5.0,0.0,100.0,7
8059,3,77.56,2.75,3,3.0,0,16,4,3.0,0.0,100.0,7
8060,5,100.2,2.5,3,4.0,0,1,6,4.0,0.0,100.0,7
8061,0,170.0,2.29,1,5.0,0,1,4,5.0,0.0,100.0,7
8062,4,61.6,2.23,3,3.0,0,0,4,3.0,0.0,100.0,7
8063,3,101.8,2.26,3,5.0,3,16,2,5.0,0.0,21.0,35
8064,0,117.9,2.38,3,6.0,0,3,6,6.0,1.0,100.0,7
8065,4,87.0,2.42,3,5.0,0,3,4,5.0,0.0,100.0,7
8066,4,80.0,2.51,3,4.0,0,16,6,4.0,0.0,100.0,7
8067,5,73.56,2.5,3,4.0,0,16,11,4.0,0.0,100.0,7
8068,4,65.0,2.4,3,5.0,0,3,7,5.0,0.0,100.0,7
8069,4,67.9,2.7,3,5.0,0,1,3,5.0,0.0,100.0,7
8070,0,226.2,2.44,3,7.0,0,0,4,7.0,0.0,100.0,7
8071,0,189.1,5.7,1,6.0,0,0,15,6.0,0.0,100.0,1
8072,5,184.0,2.662,3,7.0,0,2,2,7.0,0.0,100.0,7
8073,4,82.94,2.46,1,5.0,0,3,8,5.0,0.0,100.0,7
8074,3,87.0,2.3,3,5.0,0,3,5,5.0,0.0,100.0,7
8075,0,128.0,2.5,3,7.0,3,3,14,7.0,1.0,70.0,7
8076,4,83.2,2.27,3,5.0,0,3,8,5.0,0.0,100.0,7
8077,4,71.06,2.4,3,4.0,0,2,4,4.0,0.0,100.0,7
8078,0,103.06,2.4,3,7.0,0,3,6,7.0,0.0,100.0,7
8079,5,98.2,2.28,3,4.0,0,0,8,4.0,0.0,100.0,7
8080,4,86.06,2.75,3,4.0,3,16,11,4.0,3.0,10.0,7
8081,5,196.8,2.2,3,7.0,3,3,2,7.0,1.0,65.0,7
8082,4,79.1,2.6,3,5.0,0,16,13,5.0,0.0,100.0,7
8083,4,59.0,2.6,3,3.0,3,1,20,3.0,0.0,15.0,7
8084,0,92.7,2.4,3,5.0,0,0,6,5.0,0.0,100.0,7
8085,5,101.3,2.5,3,7.0,0,3,4,7.0,1.0,100.0,7
8086,3,82.1,2.8,3,5.0,0,16,11,5.0,0.0,100.0,7
8087,4,82.3,2.74,3,4.0,0,16,6,4.0,0.0,100.0,30
8088,3,92.2,2.4,3,5.0,0,3,7,5.0,0.0,100.0,7
8089,3,98.1,2.53,3,5.0,0,16,8,5.0,0.0,100.0,7
8090,5,63.28,2.58,3,4.0,0,3,6,4.0,0.0,100.0,7
8091,5,65.56,2.32,3,4.0,0,2,14,1.0,0.0,100.0,21
8092,4,81.2,2.43,3,5.0,2,3,8,5.0,0.0,85.0,7
8093,5,96.1,2.42,3,6.0,0,0,11,6.0,1.0,100.0,7
8094,5,101.8,2.41,3,4.0,0,3,4,4.0,0.0,100.0,7
8095,4,89.7,2.3,3,4.0,0,1,3,4.0,0.0,100.0,7
8096,4,63.5,2.6,3,4.0,0,1,0,4.0,0.0,100.0,7
8097,4,109.0,2.65,3,7.0,0,16,14,7.0,0.0,100.0,7
8098,5,88.06,2.4,3,5.0,0,16,14,5.0,0.0,100.0,7
8099,3,84.8,2.4,3,5.0,0,3,9,5.0,0.0,100.0,7
8100,5,103.8,2.31,3,6.0,0,0,11,6.0,0.0,100.0,7
8101,5,93.3,2.44,3,5.0,0,1,6,5.0,0.0,100.0,7
8102,0,126.4,2.4,0,6.0,0,0,8,6.0,0.0,100.0,7
8103,4,81.1,2.73,3,4.0,3,0,4,4.0,0.0,15.0,7
8104,5,105.3,2.56,3,5.0,0,16,6,5.0,0.0,100.0,7
8105,4,67.7,2.387,3,5.0,0,1,9,5.0,0.0,100.0,7
8106,0,175.2,2.6,3,8.0,0,16,14,8.0,1.0,100.0,7
8107,5,84.0,2.4,3,5.0,0,25,13,5.0,0.0,100.0,7
8108,0,77.7,2.3,3,5.0,0,3,8,5.0,1.0,100.0,7
8109,5,73.06,2.58,3,4.0,0,3,6,4.0,0.0,100.0,7
8110,5,99.7,2.4,3,5.0,0,3,2,5.0,1.0,100.0,7
8111,5,87.75,2.5,3,5.0,0,16,8,5.0,0.0,100.0,7
8112,5,71.25,2.33,3,4.0,0,1,13,4.0,1.0,100.0,7
8113,1,48.84,2.32,3,2.0,0,0,11,2.0,0.0,100.0,7
8114,5,120.0,2.9,3,5.0,0,16,13,5.0,1.0,100.0,7
8115,5,89.4,2.4,3,5.0,0,3,6,5.0,0.0,100.0,7
8116,5,168.2,2.45,3,6.0,0,16,19,6.0,0.0,100.0,7
8117,4,58.44,1.85,3,4.0,0,0,4,4.0,0.0,100.0,7
8118,5,66.8,2.3,3,5.0,3,3,6,5.0,0.0,80.0,7
8119,3,88.75,2.4,3,3.0,0,2,4,3.0,0.0,100.0,7
8120,5,90.3,2.7,3,5.0,0,16,3,5.0,0.0,100.0,7
8121,5,80.44,2.37,3,4.0,4,2,8,4.0,0.0,0.0,7
8122,5,80.44,2.43,3,4.0,0,1,6,4.0,0.0,100.0,7
8123,3,50.2,2.5,3,3.0,0,16,13,3.0,0.0,100.0,7
8124,5,82.2,2.25,3,4.0,0,0,16,4.0,0.0,100.0,7
8125,4,86.1,2.34,3,4.0,0,3,14,4.0,0.0,100.0,7
8126,4,68.44,2.43,3,4.0,0,16,2,4.0,0.0,100.0,7
8127,5,85.7,2.46,3,4.0,0,16,8,1.0,0.0,100.0,8
8128,5,104.0,2.6,3,5.0,3,8,6,5.0,0.0,75.0,7
8129,3,93.56,2.4,3,5.0,3,16,13,5.0,0.0,67.0,7
8130,3,72.44,2.5,3,4.0,3,1,3,4.0,0.0,85.0,7
8131,5,117.25,2.5,3,5.0,3,1,6,5.0,1.0,95.0,7
8132,5,80.44,2.6,3,5.0,0,3,8,5.0,0.0,100.0,7
8133,4,98.2,2.57,3,4.0,0,16,13,4.0,1.0,100.0,7
8134,5,88.3,2.4,3,5.0,3,1,13,5.0,0.0,35.0,7
8135,0,145.2,2.3,3,8.0,3,3,4,8.0,0.0,85.0,7
8136,5,82.4,2.393,3,5.0,0,0,8,5.0,0.0,100.0,21
8137,5,83.0,2.3,3,5.0,0,1,3,5.0,0.0,100.0,7
8138,3,83.8,2.3,3,4.0,3,3,3,4.0,0.0,95.0,7
8139,0,119.5,2.4,3,5.0,0,1,13,5.0,0.0,100.0,7
8140,4,62.06,2.51,3,2.0,0,16,7,2.0,0.0,100.0,7
8141,3,76.5,2.4,3,4.0,2,16,3,4.0,2.0,95.0,7
8142,5,151.4,2.7,3,6.0,0,16,5,6.0,2.0,100.0,7
8143,4,80.5,2.39,3,4.0,0,16,4,4.0,1.0,100.0,7
8144,4,96.4,2.38,3,6.0,0,0,6,6.0,0.0,100.0,7
8145,3,112.0,2.4,3,6.0,0,3,7,6.0,0.0,100.0,7
8146,5,58.1,2.33,3,3.0,0,0,7,3.0,0.0,100.0,7
8147,0,97.75,2.33,3,7.0,0,3,6,7.0,1.0,100.0,7
8148,0,190.5,2.4,3,8.0,0,0,6,8.0,0.0,100.0,7
8149,0,111.44,2.32,3,8.0,3,2,8,8.0,0.0,92.0,7
8150,5,139.0,2.55,3,7.0,0,1,6,7.0,0.0,100.0,7
8151,5,62.16,2.354,3,4.0,0,3,14,4.0,0.0,100.0,7
8152,4,87.44,2.6,3,5.0,2,16,4,5.0,0.0,90.0,7
8153,5,80.06,2.4,3,4.0,0,1,14,4.0,0.0,100.0,13
8154,4,105.25,2.49,3,4.0,0,1,2,4.0,0.0,100.0,8
8155,3,60.16,2.36,3,3.0,0,2,4,3.0,0.0,100.0,7
8156,0,139.5,2.71,3,8.0,0,16,15,8.0,0.0,100.0,7
8157,0,106.9,2.31,3,6.0,3,0,4,6.0,0.0,5.0,7
8158,5,83.5,2.29,3,5.0,2,3,4,5.0,0.0,90.0,7
8159,0,147.9,2.4,3,6.0,2,8,3,6.0,0.0,90.0,7
8160,0,156.0,2.41,3,10.0,0,3,14,10.0,0.0,100.0,7
8161,3,65.7,2.49,3,3.0,0,3,8,3.0,0.0,100.0,7
8162,3,68.44,2.4,3,4.0,0,2,14,4.0,0.0,100.0,7
8163,5,75.4,2.52,3,3.0,3,3,14,3.0,1.0,90.0,7
8164,5,87.9,2.47,3,3.0,3,16,6,3.0,0.0,20.0,7
8165,4,87.75,2.34,3,4.0,0,3,17,4.0,0.0,100.0,7
8166,4,63.53,2.264,3,5.0,0,1,11,5.0,0.0,100.0,7
8167,5,72.2,2.42,3,4.0,0,1,3,4.0,0.0,100.0,7
8168,5,191.8,2.66,3,8.0,0,16,13,8.0,0.0,100.0,7
8169,4,110.25,2.92,3,5.0,0,1,3,5.0,0.0,100.0,7
8170,0,70.75,2.27,3,4.0,4,2,13,3.0,0.0,0.0,35
8171,1,55.25,2.41,3,3.0,0,0,4,3.0,0.0,100.0,7
8172,3,66.8,2.78,3,4.0,0,1,7,4.0,0.0,100.0,7
8173,5,59.25,2.24,3,3.0,0,1,2,3.0,0.0,100.0,7
8174,0,175.5,2.4,3,7.0,0,0,14,7.0,0.0,100.0,7
8175,5,57.5,2.4,3,3.0,0,3,8,3.0,0.0,100.0,7
8176,3,82.8,2.32,3,5.0,0,0,11,5.0,0.0,100.0,7
8177,0,137.8,2.55,3,7.0,3,0,15,7.0,0.0,75.0,7
8178,3,100.5,2.7,3,6.0,0,3,3,6.0,0.0,100.0,7
8179,5,65.7,2.51,3,5.0,0,1,13,5.0,0.0,100.0,7
8180,0,118.25,2.36,3,7.0,0,0,7,7.0,0.0,100.0,7
8181,3,69.0,2.3,3,3.0,0,0,6,3.0,0.0,100.0,7
8182,4,53.4,2.4,3,3.0,0,0,4,3.0,0.0,100.0,7
8183,4,73.8,2.21,3,4.0,0,0,8,4.0,0.0,100.0,7
8184,4,87.8,2.8,3,4.0,0,16,4,4.0,0.0,100.0,7
8185,5,104.7,2.38,3,5.0,0,3,6,5.0,0.0,100.0,7
8186,4,80.25,2.34,3,5.0,0,0,7,5.0,0.0,100.0,7
8187,0,132.9,2.28,3,7.0,0,0,4,7.0,0.0,100.0,8
8188,3,95.8,2.5,3,6.0,0,0,3,6.0,1.0,100.0,7
8189,3,104.6,2.34,3,4.0,0,3,4,4.0,0.0,100.0,7
8190,0,141.6,2.4,3,6.0,3,3,4,6.0,0.0,90.0,7
8191,5,90.9,2.35,3,5.0,3,1,7,5.0,0.0,90.0,7
8192,5,96.8,2.48,3,7.0,2,16,7,7.0,1.0,80.0,7
8193,4,73.06,2.56,3,5.0,0,1,3,5.0,0.0,100.0,7
8194,3,70.94,2.31,3,5.0,0,3,4,5.0,0.0,100.0,7
8195,0,200.2,2.8,3,8.0,0,3,6,8.0,0.0,100.0,7
8196,4,86.2,2.3,3,4.0,0,3,6,4.0,0.0,100.0,7
8197,4,104.0,2.2,3,5.0,0,1,13,5.0,0.0,100.0,7
8198,4,88.94,2.4,3,3.0,0,21,13,3.0,0.0,100.0,7
8199,3,105.3,2.32,3,5.0,0,3,14,5.0,0.0,100.0,7
8200,5,83.6,2.4,3,5.0,4,16,14,5.0,0.0,0.0,7
8201,3,87.4,2.84,3,5.0,0,1,3,5.0,0.0,100.0,7
8202,5,74.44,2.47,3,5.0,4,1,8,5.0,0.0,0.0,7
8203,0,121.44,2.37,3,7.0,0,2,7,7.0,0.0,100.0,7
8204,0,86.06,2.3,3,4.0,0,1,8,4.0,0.0,100.0,7
8205,4,86.4,2.37,3,5.0,0,3,8,2.0,0.0,100.0,7
8206,5,68.8,2.37,3,5.0,0,25,7,5.0,0.0,100.0,7
8207,0,117.5,2.4,3,5.0,0,14,16,5.0,0.0,100.0,8
8208,5,102.75,2.45,3,5.0,2,16,11,5.0,0.0,85.0,7
8209,5,76.44,2.33,3,6.0,0,3,8,3.0,0.0,100.0,30
8210,5,77.06,2.35,3,4.0,0,0,4,4.0,0.0,100.0,7
8211,0,249.0,2.54,3,8.0,0,0,7,8.0,0.0,100.0,7
8212,0,160.2,2.36,3,6.0,3,0,13,6.0,1.0,50.0,7
8213,5,76.4,2.3,3,5.0,0,3,8,5.0,0.0,100.0,7
8214,5,62.7,2.54,3,4.0,0,16,7,4.0,0.0,100.0,7
8215,1,41.34,2.34,3,2.0,0,25,4,2.0,0.0,100.0,29
8216,5,85.44,2.38,3,4.0,0,21,4,4.0,0.0,100.0,7
8217,0,124.6,2.34,3,6.0,0,0,15,6.0,1.0,100.0,7
8218,0,122.5,2.43,3,5.0,0,3,4,5.0,0.0,100.0,7
8219,5,80.4,2.24,3,4.0,0,1,16,4.0,0.0,100.0,35
8220,4,189.0,2.47,3,6.0,0,1,7,5.0,0.0,100.0,35
8221,4,96.2,2.37,3,4.0,0,25,4,4.0,0.0,100.0,7
8222,5,74.5,2.5,3,4.0,0,0,7,4.0,0.0,100.0,7
8223,3,112.6,2.8,3,5.0,0,1,4,5.0,0.0,100.0,7
8224,4,92.44,2.6,3,5.0,0,16,4,4.0,0.0,100.0,7
8225,0,84.8,2.4,3,5.0,0,0,6,5.0,0.0,100.0,7
8226,0,179.0,2.37,3,8.0,0,0,6,8.0,0.0,100.0,7
8227,5,94.5,2.3,3,5.0,3,3,7,2.0,0.0,10.0,30
8228,3,68.44,2.41,3,4.0,0,1,4,4.0,1.0,100.0,7
8229,4,60.22,2.68,3,4.0,0,16,7,4.0,0.0,100.0,7
8230,0,62.1,2.4,3,4.0,0,1,13,4.0,0.0,100.0,7
8231,5,98.3,2.4,1,4.0,0,3,5,4.0,0.0,100.0,7
8232,5,80.1,2.3,3,4.0,3,16,0,4.0,0.0,80.0,7
8233,4,68.4,2.32,3,4.0,0,3,4,4.0,0.0,100.0,7
8234,5,87.6,2.46,3,5.0,0,3,8,5.0,0.0,100.0,4
8235,5,65.6,2.4,3,4.0,0,0,15,4.0,0.0,100.0,7
8236,5,106.7,2.44,3,4.0,0,3,6,4.0,1.0,100.0,7
8237,0,93.2,2.41,3,6.0,0,1,7,6.0,0.0,100.0,7
8238,5,84.0,2.45,3,4.0,0,1,4,4.0,0.0,100.0,7
8239,0,302.5,2.66,3,8.0,0,1,7,8.0,0.0,100.0,35
8240,5,91.5,2.4,3,7.0,3,1,4,7.0,2.0,95.0,7
8241,5,95.06,2.4,3,5.0,0,3,4,5.0,0.0,100.0,7
8242,5,112.3,2.6,3,5.0,0,16,0,5.0,0.0,100.0,7
8243,4,74.7,2.49,3,4.0,0,2,7,4.0,0.0,100.0,7
8244,5,63.6,2.4,3,3.0,0,3,12,2.0,0.0,100.0,21
8245,5,86.6,2.37,3,4.0,0,0,4,4.0,0.0,100.0,7
8246,4,77.56,2.63,3,4.0,2,1,4,4.0,0.0,85.0,7
8247,5,87.56,2.59,3,5.0,0,16,3,5.0,2.0,100.0,7
8248,4,65.4,2.43,3,3.0,4,2,6,3.0,0.0,0.0,17
8249,5,72.3,2.53,3,5.0,0,1,7,3.0,1.0,100.0,7
8250,5,117.9,2.5,3,7.0,0,3,11,7.0,0.0,100.0,7
8251,4,111.3,2.76,3,5.0,4,16,6,5.0,0.0,0.0,7
8252,5,133.5,2.4,3,7.0,0,3,7,7.0,0.0,100.0,7
8253,4,84.0,2.34,3,5.0,0,21,7,5.0,0.0,100.0,30
8254,0,100.6,2.29,3,5.0,0,1,14,5.0,0.0,100.0,7
8255,3,53.84,2.32,3,3.0,0,0,6,3.0,0.0,100.0,7
8256,4,78.75,2.27,3,5.0,0,3,4,5.0,0.0,100.0,7
8257,5,63.03,2.365,3,5.0,0,0,6,5.0,0.0,100.0,7
8258,5,97.8,2.43,3,4.0,0,3,2,4.0,0.0,100.0,7
8259,0,118.2,2.88,3,7.0,0,3,10,7.0,0.0,100.0,7
8260,4,74.0,2.65,3,5.0,3,16,3,5.0,1.0,30.0,7
8261,5,82.8,2.45,3,5.0,0,3,7,5.0,0.0,100.0,7
8262,4,56.62,2.18,3,3.0,0,0,1,3.0,0.0,100.0,7
8263,5,71.5,2.49,3,5.0,0,1,4,5.0,2.0,100.0,8
